Title: A Companionship Study of the Hipparcos-Gaia Catalog of Accelerations using Direct Imaging with NIRC2 at Keck
Authors: Schonhut-Stasik J.S., Dupuy T.
Table: Astrometric Accelerations for All HGCA-KOA Stars 
================================================================================
Column	Parameter			Unit
--------------------------------------------------------------------------------
1	HIP ID				dimensionless
2	RA Acceleration 		m/s/yr	
3	RA Acceleration error		m/s/yr
4	Dec Acceleration 		m/s/yr
5	Dec Acceleration error		m/s/yr
6	Astrometric acceleration	m/s/yr
7	Astrometric acceleration error	m/s/yr
--------------------------------------------------------------------------------
hip_id,accel_ra,ra_err,accel_dec,dec_err,acceleration,accel_err
98978,29.84,1.92,5.91,1.02,30.41,1.93
73765,-1.00,1.45,-0.10,0.89,1.00,1.46
12777,-3.56,5.39,-1.46,2.31,3.85,5.39
90586,-2.59,1.80,-1.94,0.97,3.24,1.66
80076,-3.99,4.12,-5.58,2.90,6.86,3.47
105282,3.55,24.88,-23.38,15.09,23.65,14.91
115806,24.05,11.92,-5.06,5.98,24.58,11.43
90593,-1.60,2.86,4.70,1.97,4.96,2.03
44325,-14.38,15.59,6.23,9.60,15.68,14.36
113709,9.05,12.99,-6.27,6.06,11.01,10.17
71662,-5.99,11.90,22.13,9.36,22.92,9.47
69564,-1.07,1.94,2.58,1.18,2.79,1.24
54869,23.55,8.97,-16.22,6.17,28.59,7.95
19082,2.05,3.78,0.86,1.94,2.22,3.73
92708,-8.59,21.21,-19.10,18.24,20.94,18.86
48541,0.05,5.01,-6.60,2.77,6.60,2.76
184,3.66,2.32,-1.99,0.91,4.17,1.87
50658,0.60,6.29,11.92,4.51,11.93,4.54
61174,4.09,15.21,-19.44,7.46,19.87,7.15
90617,-113.46,150.38,-59.65,93.13,128.18,144.72
69592,7.90,8.70,-11.32,4.78,13.81,5.74
82216,25.34,24.91,11.53,12.99,27.84,24.43
17018,-3.40,14.62,-9.31,6.86,9.91,9.27
80126,-1.44,10.48,3.04,4.47,3.36,4.74
71708,18.17,18.30,-18.75,15.40,26.11,16.74
54906,-0.30,1.13,0.07,0.78,0.31,1.10
25453,-5.30,6.59,-2.83,3.18,6.01,6.39
75919,11.91,20.87,17.62,14.88,21.27,17.47
75924,-5.57,8.17,11.79,4.11,13.04,4.43
71718,0.46,1.92,1.04,1.17,1.14,1.40
117960,11.19,32.21,13.23,19.37,17.32,27.07
113766,-65.59,17.31,329.11,10.10,335.58,9.97
101150,-10.92,17.43,-59.49,11.17,60.48,11.73
117969,84.30,112.50,-15.20,32.34,85.66,105.69
46488,0.45,1.30,1.15,0.84,1.23,0.95
63320,0.58,3.78,-4.36,1.79,4.40,1.69
63322,-1.59,2.19,-1.06,1.20,1.91,2.05
25486,-0.25,0.84,-0.56,0.53,0.62,0.62
82257,0.79,0.65,-1.14,0.60,1.38,0.62
75953,0.24,4.26,6.41,3.95,6.41,3.95
44405,-39.18,25.00,229.87,15.23,233.19,15.07
14976,-2.39,3.19,-2.12,2.10,3.19,2.87
71744,3.13,11.60,-18.95,8.39,19.20,8.39
14977,-9.00,9.67,-3.89,5.88,9.81,9.46
61240,0.23,7.70,5.70,3.09,5.71,3.24
21261,4.84,5.39,1.58,2.77,5.09,5.38
113800,13.55,9.11,-4.59,3.67,14.30,8.18
42313,-45.17,23.02,-19.82,12.37,49.33,22.60
73869,-0.80,2.29,0.29,1.11,0.85,2.08
69650,-5.53,3.60,2.72,2.01,6.17,3.19
71760,8.25,5.03,14.99,4.53,17.11,4.66
88589,-2.57,4.43,1.78,2.48,3.13,3.67
90696,-7.31,25.64,-6.79,17.28,9.98,22.94
54960,2.82,9.04,-5.24,3.89,5.95,4.36
69658,-4.28,17.25,24.68,11.26,25.04,11.22
67548,1.78,4.75,-7.81,2.14,8.01,2.00
52873,5.76,14.05,-18.05,12.66,18.94,12.78
115924,2.59,7.15,1.58,3.09,3.03,6.86
57080,0.27,2.50,-0.06,1.34,0.27,2.40
33955,-0.48,1.08,1.13,0.66,1.23,0.70
10814,-5.87,11.60,-8.11,6.30,10.01,9.26
29761,0.02,0.69,-0.47,0.53,0.47,0.53
10818,1.19,2.09,0.79,1.54,1.43,1.97
10820,-0.03,13.68,-8.87,8.21,8.87,8.22
115936,-103.55,114.79,102.84,63.04,145.94,85.25
25539,77.52,43.47,-78.43,19.42,110.28,28.90
90728,6.28,5.66,9.27,3.58,11.20,4.57
107517,14.48,8.99,18.54,6.22,23.53,7.64
111741,-22.35,18.16,-3.76,9.95,22.67,18.29
94924,-33.60,17.90,-2.99,12.31,33.73,17.94
97028,4.29,5.47,5.54,3.48,7.01,4.55
301,13.42,28.27,-13.29,14.88,18.88,20.57
82319,-8.48,7.78,-3.02,3.45,9.00,7.81
12929,-0.24,1.06,-2.65,0.60,2.66,0.62
82323,-0.25,9.43,-0.75,4.17,0.79,5.71
50786,-2.78,2.58,3.74,1.95,4.66,2.15
6643,3.62,2.24,3.04,1.31,4.73,2.02
19215,-14.11,9.31,-1.98,3.55,14.24,9.47
71813,-52.25,1.98,160.75,1.79,169.02,1.80
2420,-13.09,12.77,-23.93,8.45,27.28,10.02
86546,8.69,11.72,10.74,6.72,13.82,9.69
33995,-2.36,4.37,1.68,2.43,2.90,3.59
23451,8.29,11.31,-6.96,4.43,10.83,7.73
101252,6.00,9.50,28.40,5.90,29.02,6.31
33998,-2.43,25.61,-48.09,15.33,48.15,15.53
61318,9.63,16.48,1.76,8.90,9.79,16.60
90762,6.78,19.14,-17.06,11.65,18.36,12.17
8770,-5.64,3.34,5.30,1.63,7.74,2.39
15062,146.14,3.13,130.19,1.90,195.72,2.79
107556,30.42,16.23,55.68,10.21,63.45,12.49
4552,10.23,3.42,5.02,2.07,11.40,3.31
109672,-5.26,4.96,-12.00,3.22,13.10,3.71
78159,17.36,14.43,35.12,9.65,39.18,11.17
69732,-4.87,12.77,11.45,6.70,12.44,7.06
86565,1.23,18.97,10.97,10.60,11.04,11.10
92871,1.81,0.65,-0.86,0.44,2.01,0.60
78168,-29.15,17.07,-4.04,7.64,29.43,17.29
48711,-2.37,5.01,-1.63,3.35,2.88,4.69
42403,1.47,1.51,-0.59,0.69,1.58,1.34
76063,-0.16,3.50,2.51,1.78,2.52,1.73
94981,-1.89,3.41,-4.36,2.06,4.75,2.47
88684,-0.37,3.96,1.29,2.09,1.34,2.07
12975,0.53,8.34,-15.58,5.19,15.59,5.16
111802,0.48,0.75,1.01,0.46,1.12,0.56
111803,-4.35,3.66,-3.78,2.14,5.76,3.28
90790,-1.10,0.66,0.63,0.37,1.27,0.57
19263,1.54,3.51,0.14,1.82,1.55,3.53
116003,-2.58,1.92,-5.66,1.28,6.22,1.46
92895,8.85,8.48,2.48,4.46,9.19,8.50
103389,7.63,2.86,2.58,1.23,8.05,2.89
15099,-2.80,2.61,-1.32,1.43,3.10,2.55
34042,355.11,242.71,146.27,131.47,384.06,239.22
90806,-8.93,13.68,-15.05,7.28,17.50,10.29
78198,9.27,8.42,0.15,3.99,9.27,8.44
80295,0.75,4.19,1.40,1.78,1.59,2.96
42438,0.68,0.56,-0.90,0.63,1.12,0.61
73990,4.07,7.19,11.52,4.02,12.22,4.82
42446,5.66,4.86,-0.28,2.01,5.66,4.82
82402,-0.25,7.64,-0.62,4.39,0.67,5.33
118133,-9.05,8.47,1.40,2.15,9.16,8.01
74001,-0.48,4.09,-3.01,2.71,3.04,2.81
8832,22.92,21.52,-2.65,12.45,23.08,21.20
59284,-14.80,11.65,5.71,9.10,15.86,11.25
67691,0.02,0.56,-0.30,0.37,0.30,0.37
109745,-1.82,9.32,16.51,6.08,16.61,6.03
19316,0.77,4.18,-0.85,1.91,1.15,2.70
15143,-30.14,21.42,20.26,10.77,36.31,17.31
15147,0.05,15.05,-26.85,10.09,26.85,10.08
48786,1.49,2.26,2.01,1.68,2.51,1.94
36191,-24.78,58.50,-10.72,32.10,27.00,57.44
71925,-2.46,3.86,1.60,3.21,2.93,3.65
23554,-5.73,4.51,-12.12,3.13,13.40,3.53
80346,19.91,5.44,-133.83,2.92,135.30,2.84
21446,7.63,15.24,0.11,4.40,7.63,15.30
92962,-0.28,4.98,1.55,2.91,1.57,2.87
61420,-26.68,22.35,-15.12,12.34,30.66,21.41
116076,15.32,9.55,-0.01,4.21,15.32,9.55
17248,1.41,1.97,1.54,1.13,2.09,1.68
88766,0.51,2.42,1.40,1.97,1.49,2.04
90869,-5.38,4.28,3.71,2.14,6.54,3.43
101364,-180.72,134.47,-12.19,84.47,181.13,134.91
95071,0.62,1.16,0.06,0.67,0.62,1.17
109772,-11.16,12.51,6.63,7.59,12.98,10.96
105570,-6.22,16.78,-27.52,10.21,28.21,11.05
38301,-19.94,14.61,6.07,4.81,20.84,13.06
99273,-3.66,2.19,-0.65,1.07,3.72,2.21
32020,4.97,28.82,0.38,14.31,4.99,29.04
95081,-4.56,31.81,-1.11,17.32,4.69,31.94
50933,-23.12,16.65,5.45,10.88,23.76,16.16
63533,-4.75,8.62,3.37,4.07,5.83,6.72
46704,-4.78,12.12,6.56,7.06,8.12,8.45
23585,0.95,4.20,-3.76,1.96,3.88,1.87
50939,-4.62,5.20,8.32,5.13,9.52,5.15
78286,0.08,2.05,0.70,1.33,0.70,1.37
118213,-84.00,2.35,23.45,0.83,87.22,2.14
84588,50.41,117.36,34.96,50.46,61.35,110.56
34145,-2.16,5.38,0.04,2.60,2.16,5.36
57274,1.36,1.31,-0.41,0.85,1.42,1.26
57279,6.05,10.49,-4.14,5.02,7.33,8.31
114031,10.10,7.93,-5.20,4.35,11.36,6.96
80406,1.35,4.02,10.12,2.72,10.21,2.79
114034,-3.78,3.49,0.13,1.81,3.78,3.48
19395,-29.77,25.57,30.55,10.45,42.66,16.13
107714,17.01,14.32,-0.28,9.46,17.01,14.30
88829,2.79,35.60,15.06,21.70,15.32,23.06
57283,-30.19,30.94,-73.97,13.86,79.89,20.09
4715,-1.69,16.80,6.55,9.36,6.76,9.30
21514,16.13,7.30,-32.11,5.30,35.93,5.62
40452,4.89,2.27,-1.32,0.80,5.07,2.07
105624,2.81,4.85,-0.32,2.99,2.83,4.79
84616,-0.86,0.67,-2.03,0.50,2.21,0.54
95132,3.30,19.97,12.57,10.73,13.00,12.43
11028,-2.96,2.50,-1.06,1.64,3.15,2.46
109836,3.47,4.23,-4.28,2.89,5.51,3.35
2611,1.15,4.58,1.60,2.44,1.97,3.64
103527,-6.25,7.18,1.95,5.09,6.55,6.94
90936,-1.06,1.81,1.60,1.03,1.92,1.21
15234,-0.31,2.03,0.21,1.02,0.37,1.63
97232,107.78,100.79,-38.60,77.38,114.48,97.52
59394,-15.80,9.32,9.72,7.39,18.55,8.74
97229,0.21,5.23,2.14,2.32,2.15,2.53
72015,98.45,11.96,-14.80,8.16,99.56,11.80
107734,10.66,39.17,-74.21,23.73,74.97,23.43
61498,-0.35,8.07,8.80,6.56,8.81,6.55
4736,41.59,16.92,9.92,6.35,42.75,17.27
19422,-0.21,0.62,1.37,0.44,1.39,0.44
29988,845.94,877.02,93.24,475.51,851.06,883.29
114066,-1.08,0.95,-0.51,0.64,1.20,0.93
103545,-5.20,8.78,-2.82,4.15,5.92,8.52
17338,1.54,2.16,3.48,1.44,3.81,1.64
78345,-7.00,6.40,2.99,3.58,7.61,5.81
21547,1.46,4.33,4.34,2.02,4.58,2.69
531,24.49,29.61,207.50,14.56,208.94,15.73
59422,0.71,4.79,2.55,1.56,2.65,2.58
32104,82.59,35.26,-67.64,18.25,106.76,27.13
88871,8.43,15.63,13.62,8.78,16.02,12.02
114081,-0.65,3.14,0.85,1.22,1.07,1.67
76251,-3.34,4.33,-3.67,2.82,4.96,3.74
101469,-5.89,3.88,0.62,1.51,5.92,3.78
544,0.08,0.56,0.11,0.22,0.14,0.45
80459,0.12,0.32,-0.54,0.18,0.56,0.18
38403,4.78,6.19,-7.27,2.98,8.70,3.61
19451,227.55,96.09,-63.44,39.23,236.23,88.55
80463,-44.44,16.23,25.82,10.39,51.40,14.47
80462,1.73,11.20,-1.70,4.76,2.42,7.36
25793,-8.87,11.88,-9.15,5.24,12.74,10.23
2658,14.49,9.17,10.84,3.25,18.10,8.63
93079,-77.02,70.48,64.23,33.00,100.29,51.82
114096,-4.12,1.21,1.74,0.67,4.47,1.10
86779,23.77,24.68,9.51,13.95,25.61,24.32
86776,0.04,0.42,-0.46,0.27,0.46,0.27
11086,11.03,36.17,-55.58,20.71,56.66,20.41
15279,-2.03,3.82,10.75,2.43,10.94,2.42
560,-3.51,3.48,0.88,1.09,3.62,3.18
30030,0.55,3.07,-1.65,1.84,1.74,1.88
90991,-10.96,11.41,-1.37,4.64,11.04,11.58
80480,1.05,6.15,-3.09,2.91,3.26,2.89
46813,9.53,12.60,-17.53,7.94,19.95,8.71
46816,-0.00,1.09,-0.95,0.96,0.95,0.96
21589,29.08,19.61,26.88,8.97,39.60,17.34
97299,-8.89,6.82,-3.53,4.25,9.57,6.70
61558,-3.24,7.94,0.00,2.98,3.24,7.94
13192,1.54,3.66,-4.19,2.03,4.46,2.09
93108,-5.81,3.58,-26.90,1.58,27.52,1.94
118319,9.30,6.13,-1.24,2.36,9.38,5.93
91009,1.14,0.95,-2.17,0.44,2.45,0.49
57370,0.80,1.84,-0.25,0.72,0.84,1.67
82587,1.13,3.09,4.87,1.99,5.00,2.13
116225,11.82,8.36,11.39,4.24,16.41,7.31
17395,7.37,5.27,-5.83,3.10,9.39,4.30
112029,29.76,33.60,23.02,20.32,37.62,30.76
88924,5.04,3.77,-0.25,2.03,5.04,3.74
97316,9.54,20.09,15.52,8.62,18.22,14.95
30057,0.17,5.26,-3.88,2.86,3.88,2.82
13209,-10.75,34.03,-32.37,18.18,34.11,22.09
97321,-476.17,8.04,21.29,4.44,476.65,8.00
46843,-0.07,0.87,-0.12,0.47,0.14,0.65
116245,0.91,6.38,-6.00,3.81,6.07,3.76
109939,19.26,11.29,-3.36,8.16,19.55,11.14
93140,-4.13,6.72,-1.63,3.54,4.44,6.65
61595,-1.66,3.72,-1.92,3.22,2.54,3.46
88945,-0.39,0.66,-0.21,0.45,0.45,0.64
609,27.11,17.11,-1.19,5.15,27.13,16.91
95241,-136.59,49.37,211.77,30.39,252.00,34.70
97336,4.02,1.74,0.34,1.18,4.03,1.74
91043,-0.79,1.72,-1.68,1.13,1.86,1.31
11152,3.45,1.88,-2.62,1.35,4.33,1.67
65808,0.28,1.57,0.29,1.02,0.41,1.37
70022,4.54,4.91,-3.60,2.71,5.79,3.91
34297,-137.06,78.30,-152.16,42.86,204.79,66.22
74234,2.84,1.43,-0.05,0.78,2.84,1.42
4856,-0.20,0.32,0.23,0.20,0.31,0.25
116277,1.33,1.78,1.10,0.82,1.73,1.61
32209,-26.50,20.29,-7.13,11.94,27.45,20.27
82651,4.85,6.18,-9.40,4.19,10.58,4.50
114189,-3.19,4.46,0.84,2.48,3.29,4.24
72146,0.74,0.80,-0.69,0.51,1.01,0.65
107868,-4.47,4.70,-1.07,2.56,4.60,4.72
67931,-11.16,18.27,-0.62,9.62,11.17,18.36
76360,-5.52,20.82,30.19,12.42,30.69,12.28
97376,-1.47,9.54,9.66,6.16,9.77,6.12
105776,39.87,150.92,17.99,82.52,43.74,147.75
103671,0.05,7.42,6.75,2.86,6.75,2.89
17453,1.30,16.00,-5.79,4.91,5.94,2.99
72154,-42.68,36.54,-11.22,21.48,44.13,36.53
17465,-3657.48,2644.93,395.20,543.26,3678.77,2539.01
70050,-1.70,9.72,-3.52,6.36,3.91,7.42
9094,-0.30,1.50,-1.44,0.74,1.48,0.86
17468,343.07,122.10,-68.56,59.53,349.86,117.13
116302,-0.46,9.77,9.63,5.41,9.64,5.34
21677,25.14,71.90,-28.83,25.75,38.25,39.43
82673,-4.48,19.31,23.19,12.12,23.62,12.06
55360,-0.64,0.43,0.31,0.24,0.71,0.38
4891,-96.20,43.99,-509.23,27.10,518.24,28.77
21687,11.28,10.65,-8.69,4.39,14.24,7.70
57467,-5.67,11.42,3.01,6.01,6.42,9.87
4903,159.40,16.07,-356.34,5.10,390.37,4.47
84794,1.34,0.75,0.36,0.71,1.38,0.75
114224,3.99,9.43,10.79,4.05,11.50,5.88
682,0.25,3.16,0.20,1.33,0.32,2.92
38541,20.81,20.82,-4.02,4.18,21.20,19.16
97413,-15.73,16.13,25.75,10.74,30.18,11.91
101614,-0.13,2.54,-1.00,1.51,1.01,1.58
72190,0.73,3.33,1.63,2.83,1.79,2.94
97416,8.18,4.37,9.01,2.60,12.17,3.72
105819,-9.05,6.21,13.81,3.69,16.51,4.27
72197,-8.67,10.53,9.89,7.10,13.15,8.42
21723,-1.46,2.62,0.58,1.04,1.57,2.29
114252,0.66,1.74,1.05,0.86,1.24,1.32
53301,-96.49,3.83,-26.71,2.60,100.12,3.81
89046,-6.85,6.17,1.85,3.43,7.09,5.86
89047,-5.72,5.59,-3.21,2.11,6.56,5.47
13327,-8.29,36.54,-6.63,18.36,10.62,33.26
80628,-170.80,34.77,208.76,21.94,269.73,26.31
23844,2.95,4.78,0.02,3.13,2.95,4.78
99542,1.16,1.54,-1.46,0.90,1.87,1.10
107941,-0.53,1.45,2.24,0.87,2.30,0.87
95347,-6.33,26.05,11.30,16.97,12.95,18.60
7051,-10.45,7.28,1.58,4.23,10.57,7.13
23850,5.20,17.11,-1.63,7.70,5.45,15.71
21741,-0.11,3.93,5.52,1.48,5.52,1.44
46973,-234.23,131.43,304.32,89.25,384.02,102.80
110065,-15.02,9.05,-3.33,5.69,15.38,9.05
70123,-3.86,3.30,0.07,1.96,3.86,3.30
19631,140.07,4.60,-23.90,1.72,142.09,4.39
4953,17.78,54.71,-43.18,31.63,46.70,33.19
95362,-0.35,1.94,2.91,1.12,2.93,1.10
103759,-130.88,292.27,251.07,142.35,283.14,158.03
86960,-22.43,15.49,12.65,8.56,25.75,13.39
59622,-1.95,13.31,13.76,5.36,13.90,4.78
55434,-24.40,39.91,-107.02,27.50,109.77,28.83
59625,-3.69,5.70,4.35,3.80,5.70,4.50
40693,0.19,0.72,-1.05,0.41,1.07,0.40
4974,29.79,85.08,290.64,67.79,292.16,68.21
42806,0.53,18.21,-10.45,8.74,10.47,8.51
95379,15.15,34.59,-19.54,23.49,24.72,27.09
74359,-11.90,7.92,4.11,4.55,12.59,7.40
23884,-2.38,3.53,0.86,1.14,2.53,3.06
47007,2.97,1.33,-1.54,1.09,3.34,1.27
23889,1.52,2.93,0.22,2.10,1.54,2.94
55459,3.31,1.63,-2.67,1.26,4.25,1.47
84880,-8.17,24.96,28.31,13.41,29.46,13.35
57555,-1.78,2.50,1.34,1.52,2.22,2.09
84887,21.09,15.10,24.36,11.08,32.22,13.26
107995,-5.86,5.49,6.01,2.97,8.40,4.00
11300,2.38,13.84,38.73,12.19,38.81,12.20
30243,-2.16,2.16,-0.31,1.28,2.18,2.17
78594,0.92,7.29,-3.51,3.12,3.62,2.87
72282,6.81,10.64,4.70,6.74,8.28,9.92
97509,0.54,1.59,-0.97,1.04,1.11,1.14
65965,-20.01,11.98,43.68,12.01,48.05,12.01
51260,-1.69,11.79,2.39,8.43,2.93,9.40
91216,45.37,20.53,-38.94,11.14,59.79,15.87
116431,-1.04,3.91,1.15,1.63,1.55,2.39
55485,0.26,3.34,-2.23,2.22,2.24,2.20
72296,19.46,20.09,-25.00,12.61,31.68,14.97
47039,-0.66,1.62,-1.05,1.35,1.24,1.44
101716,-13.71,8.47,9.18,4.46,16.50,6.95
97527,2.37,2.28,-0.33,1.35,2.40,2.24
7130,-15.35,11.13,-3.38,3.48,15.72,11.45
57589,3.22,3.96,0.18,2.27,3.23,3.98
78620,3.88,6.90,-3.72,2.90,5.38,4.56
21820,8.63,16.42,-3.70,4.34,9.39,13.34
7134,-6.26,5.78,9.14,3.16,11.08,3.78
99631,766.21,91.42,984.77,77.43,1247.74,83.56
91237,-4.60,5.38,-2.41,2.84,5.19,5.21
116454,0.44,3.07,-2.36,1.71,2.40,1.68
813,21.02,20.63,20.18,10.07,29.14,18.05
19720,-50.77,36.88,-223.53,13.87,229.22,19.08
26064,44.04,70.14,4.48,29.45,44.27,71.02
114377,16.05,8.66,11.30,4.80,19.63,8.05
99655,1.33,13.12,4.80,6.09,4.98,7.70
114379,4.10,2.86,-4.07,3.06,5.77,2.96
11360,0.73,2.34,-3.30,1.44,3.38,1.43
72339,-2.54,2.05,-0.95,1.52,2.71,2.02
21852,-6.50,8.78,3.53,3.02,7.40,6.90
103858,4.17,12.34,2.68,7.18,4.96,11.62
26081,3.93,1.53,-0.58,0.76,3.97,1.49
91272,-1.04,5.25,1.65,3.20,1.95,3.64
47087,4.76,6.85,-2.58,3.50,5.41,5.86
105966,5.22,13.28,7.77,6.17,9.36,10.22
91284,7.35,16.10,2.65,9.08,7.81,15.96
36624,-6.85,7.44,-7.41,4.37,10.09,6.37
9291,-1.33,1.03,-0.54,0.73,1.43,1.01
80773,25.07,20.81,1.18,12.44,25.10,20.87
28224,1.96,4.53,-1.79,2.53,2.65,3.48
112312,0.04,1.51,0.07,1.07,0.08,1.23
82880,-0.13,4.70,-0.81,3.08,0.82,3.20
11397,2.26,9.45,-5.03,5.18,5.51,5.52
55570,-14.09,5.52,-3.44,2.65,14.51,5.58
101800,-5.09,9.58,12.17,4.12,13.19,4.18
26117,-1.41,14.29,4.49,6.65,4.70,6.47
9312,-0.04,8.01,5.63,5.33,5.63,5.32
96718,-0.63,7.14,14.01,3.15,14.02,3.05
87108,14.25,20.55,52.02,11.34,53.93,13.07
99711,0.47,1.11,-0.05,0.42,0.48,1.08
110217,-5.90,4.99,7.04,3.19,9.19,3.83
19788,1.55,1.97,-1.00,0.84,1.85,1.54
80799,-19.03,11.21,-0.54,6.15,19.04,11.24
19793,2.82,3.09,4.23,1.39,5.08,2.37
28255,2.31,7.00,0.83,3.54,2.45,6.98
7221,-0.75,4.03,-3.53,1.71,3.61,2.15
101816,-3.15,14.12,21.15,7.62,21.39,7.42
80809,85.87,36.09,95.30,17.96,128.28,30.41
108119,-5.02,5.57,5.42,3.63,7.38,4.42
76617,-5.32,4.74,4.65,3.48,7.06,4.14
80815,30.96,50.79,17.44,27.86,35.53,48.68
93427,0.59,1.48,0.82,0.91,1.01,1.20
68186,1.14,7.39,-12.67,5.36,12.72,5.35
17704,4.42,16.45,10.16,7.35,11.08,10.90
47151,-14.96,9.29,3.93,6.54,15.47,9.03
74505,-9.96,21.15,-2.09,16.24,10.18,21.08
5132,28.15,18.45,-74.11,9.37,79.27,9.61
38769,-62.17,3.81,-177.41,1.92,187.99,2.45
11437,1.86,2.38,1.91,1.36,2.67,2.06
36687,-16.94,9.42,-6.18,4.28,18.03,9.43
11441,7.02,11.63,10.92,11.11,12.98,11.27
99742,-0.70,12.09,9.91,6.27,9.94,6.12
76641,6.95,2.48,5.85,1.91,9.08,2.30
15648,13.31,18.91,-1.72,7.28,13.42,18.31
80838,5.15,2.76,-3.24,1.83,6.09,2.45
87149,5.21,7.98,-10.82,4.47,12.01,4.84
9358,15.86,6.63,1.95,4.40,15.98,6.65
19834,7.01,3.40,1.40,2.01,7.14,3.41
55627,27.90,50.36,28.08,34.86,39.59,44.62
95560,-0.42,5.71,7.47,3.86,7.48,3.84
59819,2.98,10.05,-3.28,5.16,4.43,6.96
97662,-5.18,8.82,3.36,4.21,6.17,7.09
5161,-31.90,29.11,24.41,19.06,40.17,24.89
36704,0.82,1.32,-1.02,0.78,1.31,0.96
5163,46.94,3.91,-44.00,1.76,64.33,2.70
24069,-4.55,3.68,-1.21,2.00,4.70,3.69
95568,-0.20,3.86,-1.44,1.97,1.46,2.14
99769,285.11,80.26,-114.00,53.02,307.05,75.40
36718,-78.25,69.65,23.37,41.12,81.67,66.10
95575,-5.32,9.40,3.65,4.92,6.45,7.65
47202,-0.34,1.88,1.05,1.29,1.11,1.32
61937,2.80,3.96,-1.09,1.65,3.00,3.49
51437,17.92,24.69,-6.25,22.93,18.98,24.48
68245,-76.07,58.40,129.32,37.87,150.03,41.93
5191,2.19,2.50,-0.29,1.22,2.21,2.44
116611,3.06,9.00,-1.51,3.54,3.41,7.46
112420,-21.63,74.66,-101.55,75.55,103.83,75.51
55664,-0.99,2.80,-1.33,1.56,1.66,2.26
49334,12.43,9.60,11.80,5.70,17.14,8.45
61960,-3.62,9.98,18.30,4.28,18.66,3.89
82994,-14.78,16.00,-20.84,12.68,25.55,14.07
93511,-186.53,6.31,-47.58,3.26,192.50,6.35
11512,-34.77,28.82,-17.81,16.51,39.06,27.86
87212,141.18,16.24,-254.02,8.96,290.61,10.05
95619,-2.99,9.72,-8.78,6.47,9.27,7.11
68282,120.24,65.18,18.44,45.25,121.65,65.25
91430,3.06,3.79,-0.35,1.66,3.08,3.70
5227,0.84,8.89,-2.23,3.09,2.39,2.66
116645,2.90,1.75,1.58,1.17,3.31,1.68
97730,36.46,37.47,13.29,20.00,38.80,37.21
70400,-0.72,13.18,21.54,8.38,21.55,8.34
9440,4.19,10.42,-8.70,4.79,9.66,5.16
45167,13.72,15.04,-6.79,9.92,15.30,13.81
85129,-2.16,1.67,-1.60,1.06,2.69,1.54
13631,-1.29,2.82,-0.60,1.61,1.42,2.74
7345,-3.36,6.72,-0.86,2.43,3.47,6.86
7352,71.98,40.82,-99.55,11.28,122.85,15.53
11548,-2.37,4.04,-0.42,1.88,2.41,4.09
78847,69.24,13.61,-496.43,8.25,501.23,8.15
106147,-0.36,1.10,-0.08,0.63,0.37,1.11
83043,-0.35,0.32,0.58,0.26,0.68,0.27
19934,3.34,3.22,1.29,1.53,3.57,3.21
66218,-5.29,4.11,-2.26,1.94,5.75,4.07
57820,-1.62,4.27,3.43,2.60,3.79,2.78
30507,-14.30,22.38,-12.74,12.21,19.15,19.92
85157,2.09,2.77,1.03,2.08,2.33,2.69
49402,-35.01,31.34,-8.13,18.42,35.94,31.41
97769,-3.31,2.24,2.53,1.26,4.17,1.81
91476,0.09,4.27,-3.43,3.23,3.44,3.23
53641,-39.16,2.13,-134.27,1.77,139.87,1.81
66234,-4.08,11.71,7.30,7.13,8.36,7.90
110381,6.11,17.07,17.11,10.00,18.17,11.73
68337,0.68,1.25,0.48,0.70,0.83,1.16
99873,-3.23,2.57,4.42,1.56,5.47,1.84
108280,-412.73,929.91,-1815.24,1743.94,1861.57,1754.31
43121,-1.86,4.87,3.41,2.08,3.88,2.35
72567,1.78,1.34,0.23,0.94,1.79,1.34
66252,0.20,1.38,-1.58,0.68,1.59,0.65
85185,-10.13,11.75,-3.94,8.49,10.87,11.54
99892,0.29,3.75,1.45,1.61,1.48,1.97
66255,7.20,11.05,-3.69,7.12,8.08,10.05
116714,7.16,6.41,7.62,2.94,10.46,5.46
53666,-11.33,10.67,1.50,6.17,11.43,10.48
78893,-9.59,13.49,2.87,7.49,10.01,12.72
91507,0.23,1.39,-0.17,0.85,0.29,1.17
26327,-243.69,101.96,100.48,51.22,263.59,91.43
104105,9.38,11.23,-0.50,6.39,9.40,11.17
74685,-72.19,25.69,-73.57,15.27,103.07,22.29
59970,5.30,20.32,-11.13,8.34,12.33,8.79
116727,-63.29,5.86,16.51,3.04,65.41,5.55
74689,-1.54,6.85,0.84,4.33,1.75,6.15
5315,17.00,3.29,-54.41,1.10,57.00,0.84
19990,-14.43,7.56,-0.48,3.30,14.44,7.60
47336,1.38,5.66,-3.91,3.46,4.15,3.57
45257,8.41,5.54,5.78,2.81,10.21,5.18
36874,1.60,2.43,1.00,1.26,1.89,2.31
81022,-6.99,5.00,-2.42,2.05,7.40,5.05
95733,1.02,4.28,2.58,3.05,2.77,3.32
85224,-2.04,6.58,-2.24,3.08,3.03,5.56
70500,0.36,0.91,-1.25,1.21,1.30,1.18
76829,-9.43,6.80,4.76,3.45,10.56,5.89
104137,2.30,2.26,-0.38,1.35,2.33,2.21
